Thời gian,Mã Đơn Hàng,Mã Chi Nhánh,Mã Nhân Viên,Mã Sản Phẩm,Mã Khách Hàng,Số Lượng,Doanh Thu,Lợi Nhuận,Tổng Giá Vốn
2022-07-29,ĐH6684864,CN DN,NV073,P-295,KH-0592,5,1125000,375000,750000
2022-07-29,ĐH5479724,CN HCM,NV134,P-057,KH-0663,5,48225000,16075000,32150000
2022-07-29,ĐH7804361,TS HN,NV075,P-048,KH-0523,5,69225000,23075000,46150000
2022-07-29,ĐH2812194,CN HCM,NV138,P-452,KH-0256,6,15210000,5070000,10140000
2022-07-29,ĐH2533860,TS HN,NV136,P-565,KH-0086,10,205500000,68500000,137000000
2022-07-29,ĐH1816786,TS HN,NV196,P-235,KH-0215,7,223650000,74550000,149100000
2022-07-29,ĐH4454323,CN HCM,NV216,P-211,KH-0446,6,69660000,23220000,46440000
2022-07-29,ĐH2533860,TS HN,NV136,P-565,KH-0086,10,205500000,68500000,137000000
2022-07-29,ĐH1072047,TS HN,NV157,P-181,KH-0740,7,113925000,37975000,75950000
2022-07-29,ĐH4719320,CN DN,NV103,P-488,KH-0345,5,1069425000,356475000,712950000
2022-07-29,ĐH2817858,TS HN,NV189,P-636,KH-0179,5,6675000,2225000,4450000
2022-07-29,ĐH3804424,CN HCM,NV112,P-295,KH-0399,7,1575000,525000,1050000
2022-07-29,ĐH1326608,CN HCM,NV239,P-320,KH-0403,9,215055000,71685000,143370000
2022-07-29,ĐH2095094,TS HN,NV192,P-153,KH-0339,5,1202025000,400675000,801350000
2022-07-29,ĐH2533860,TS HN,NV136,P-143,KH-0086,10,205500000,68500000,137000000
2022-07-29,ĐH2812194,CN HCM,NV138,P-710,KH-0256,6,15210000,5070000,10140000
2022-07-29,ĐH9857613,CN HCM,NV031,P-164,KH-0577,8,43560000,14520000,29040000
2022-07-30,ĐH5668346,CN DN,NV147,P-140,KH-0173,5,63000000,21000000,42000000
2022-07-30,ĐH1452153,CN DN,NV025,P-349,KH-0395,5,123900000,41300000,82600000
2022-07-30,ĐH8544675,CN HCM,NV065,P-161,KH-0363,5,1106850000,368950000,737900000
2022-07-30,ĐH6006081,TS HN,NV110,P-099,KH-0622,6,87300000,29100000,58200000
2022-07-30,ĐH2840969,CN HCM,NV147,P-798,KH-0307,6,28080000,9360000,18720000
2022-07-30,ĐH7152874,CN DN,NV210,P-208,KH-0540,7,28665000,9555000,19110000
2022-07-30,ĐH6496283,TS HN,NV060,P-572,KH-0404,9,218835000,72945000,145890000
2022-07-30,ĐH4964411,CN HCM,NV112,P-524,KH-0350,7,9345000,3115000,6230000
2022-07-30,ĐH5446765,CN DN,NV249,P-006,KH-0537,7,48090000,16030000,32060000
2022-07-30,ĐH6510191,CN DN,NV082,P-269,KH-0212,7,4620000,1540000,3080000
2022-07-30,ĐH1597892,CN HCM,NV197,P-140,KH-0593,9,113400000,37800000,75600000
2022-07-30,ĐH9377515,TS HN,NV141,P-076,KH-0565,7,4830000,1610000,3220000
2022-07-30,ĐH1102046,TS HN,NV043,P-427,KH-0109,5,533775000,177925000,355850000
2022-07-30,ĐH6712839,CN HCM,NV125,P-184,KH-0292,7,22890000,7630000,15260000
2022-07-30,ĐH5583609,TS HN,NV030,P-677,KH-0474,7,3885000,1295000,2590000
2022-07-30,ĐH3276782,CN DN,NV186,P-297,KH-0247,6,332640000,110880000,221760000
2022-07-30,ĐH9042485,TS HN,NV102,P-619,KH-0478,7,144480000,48160000,96320000
2022-07-30,ĐH2032954,CN DN,NV155,P-784,KH-0588,7,3360000,1120000,2240000
2022-07-30,ĐH7787240,TS HN,NV074,P-112,KH-0751,6,1019610000,339870000,679740000
2022-07-30,ĐH1465416,CN DN,NV242,P-382,KH-0175,7,74445000,24815000,49630000
2022-07-30,ĐH3579100,TS HN,NV117,P-126,KH-0069,6,198450000,66150000,132300000
2022-07-30,ĐH1334424,CN DN,NV103,P-471,KH-0508,7,12915000,4305000,8610000
2022-07-30,ĐH6120462,TS HN,NV136,P-548,KH-0134,6,103410000,34470000,68940000
2022-07-31,ĐH1335573,CN DN,NV142,P-560,KH-0357,5,7350000,2450000,4900000
2022-07-31,ĐH8255277,TS HN,NV063,P-045,KH-0583,5,27375000,9125000,18250000
2022-07-31,ĐH3836065,CN HCM,NV053,P-555,KH-0768,7,6930000,2310000,4620000
2022-07-31,ĐH2852681,CN DN,NV043,P-554,KH-0474,7,42840000,14280000,28560000
2022-07-31,ĐH9520988,CN DN,NV170,P-417,KH-0468,6,375390000,125130000,250260000
2022-07-31,ĐH4882472,TS HN,NV185,P-762,KH-0621,7,25620000,8540000,17080000
2022-07-31,ĐH4711448,CN HCM,NV236,P-107,KH-0177,9,393660000,131220000,262440000
2022-07-31,ĐH1201804,TS HN,NV065,P-741,KH-0781,7,165060000,55020000,110040000
2022-07-31,ĐH5606805,TS HN,NV244,P-559,KH-0372,7,78855000,26285000,52570000
2022-07-31,ĐH8020585,CN HCM,NV071,P-789,KH-0598,8,20880000,6960000,13920000
2022-07-31,ĐH1225051,TS HN,NV039,P-035,KH-0328,9,836325000,278775000,557550000
2022-07-31,ĐH4138064,CN HCM,NV225,P-654,KH-0546,7,840000,280000,560000
2022-07-31,ĐH1669787,CN HCM,NV014,P-603,KH-0395,10,38400000,12800000,25600000
2022-07-31,ĐH8349051,TS HN,NV211,P-109,KH-0680,5,61200000,20400000,40800000
2022-07-31,ĐH2188655,CN HCM,NV104,P-192,KH-0517,7,97965000,32655000,65310000
2022-07-31,ĐH3091458,CN HCM,NV041,P-453,KH-0561,7,69195000,23065000,46130000
2022-07-31,ĐH2532283,CN HCM,NV243,P-713,KH-0367,6,1440000,480000,960000
2022-07-31,ĐH5833218,CN HCM,NV138,P-279,KH-0747,7,249060000,83020000,166040000
2022-07-31,ĐH3403887,TS HN,NV221,P-198,KH-0471,10,57300000,19100000,38200000
2022-07-31,ĐH1174507,TS HN,NV122,P-286,KH-0567,5,975000,325000,650000
2022-07-31,ĐH4033838,CN HCM,NV010,P-551,KH-0256,5,13050000,4350000,8700000
2022-07-31,ĐH4328185,CN HCM,NV220,P-372,KH-0125,7,425040000,141680000,283360000
2022-07-31,ĐH1238698,CN HCM,NV148,P-117,KH-0365,7,101325000,33775000,67550000
2022-07-31,ĐH9570093,TS HN,NV237,P-007,KH-0723,1,43425000,14475000,28950000
2022-07-31,ĐH2759954,TS HN,NV210,P-126,KH-0677,6,198450000,66150000,132300000
2022-07-31,ĐH2293021,TS HN,NV153,P-614,KH-0636,9,134460000,44820000,89640000
2022-07-31,ĐH5180052,CN HCM,NV169,P-316,KH-0119,6,115560000,38520000,77040000
2022-07-31,ĐH2688464,CN HCM,NV146,P-478,KH-0023,6,70290000,23430000,46860000
2022-07-31,ĐH9570093,TS HN,NV237,P-270,KH-0723,5,43425000,14475000,28950000
2022-07-31,ĐH6978487,TS HN,NV236,P-503,KH-0560,8,308400000,102800000,205600000
2022-07-31,ĐH2561921,CN HCM,NV141,P-728,KH-0144,8,24000000,8000000,16000000
2022-07-31,ĐH9976002,CN DN,NV103,P-644,KH-0394,5,63000000,21000000,42000000
2022-07-31,ĐH4044455,CN DN,NV022,P-433,KH-0133,7,212415000,70805000,141610000
2022-07-31,ĐH4099447,CN HCM,NV177,P-774,KH-0386,5,3975000,1325000,2650000
2022-07-31,ĐH2359247,CN DN,NV227,P-137,KH-0234,10,118500000,39500000,79000000
2022-08-01,ĐH6201813,TS HN,NV042,P-686,KH-0507,6,3960000,1320000,2640000
2022-08-01,ĐH5334390,TS HN,NV012,P-518,KH-0546,6,37440000,12480000,24960000
2022-08-01,ĐH2640889,TS HN,NV134,P-398,KH-0046,7,3885000,1295000,2590000
2022-08-01,ĐH9322214,CN HCM,NV011,P-223,KH-0090,8,134160000,44720000,89440000
2022-08-01,ĐH6210437,TS HN,NV031,P-595,KH-0337,6,5760000,1920000,3840000
2022-08-01,ĐH9002229,TS HN,NV023,P-326,KH-0776,10,3750000,1250000,2500000
2022-08-01,ĐH2826860,CN DN,NV126,P-655,KH-0318,6,1170000,390000,780000
2022-08-01,ĐH8417232,CN HCM,NV003,P-795,KH-0589,7,55125000,18375000,36750000
2022-08-01,ĐH3372332,TS HN,NV116,P-772,KH-0283,7,13440000,4480000,8960000
2022-08-01,ĐH1918787,CN DN,NV220,P-248,KH-0599,6,4230000,1410000,2820000
2022-08-01,ĐH6326392,CN HCM,NV204,P-404,KH-0245,9,1080000,360000,720000
2022-08-01,ĐH8092846,TS HN,NV002,P-159,KH-0706,9,3080025000,1026675000,2053350000
2022-08-01,ĐH5559074,CN HCM,NV097,P-072,KH-0520,9,1485000,495000,990000
2022-08-01,ĐH9412012,CN DN,NV249,P-030,KH-0248,5,69225000,23075000,46150000
2022-08-01,ĐH9412012,CN DN,NV249,P-048,KH-0248,5,69225000,23075000,46150000
2022-08-01,ĐH4656731,CN DN,NV169,P-358,KH-0363,7,94500000,31500000,63000000
2022-08-01,ĐH2377176,TS HN,NV110,P-312,KH-0773,6,18180000,6060000,12120000
2022-08-01,ĐH4855057,CN HCM,NV039,P-422,KH-0240,9,17145000,5715000,11430000
2022-08-01,ĐH4471880,TS HN,NV123,P-737,KH-0515,10,2400000,800000,1600000
2022-08-01,ĐH7115947,CN DN,NV199,P-248,KH-0508,8,5640000,1880000,3760000
2022-08-01,ĐH8429524,CN DN,NV101,P-005,KH-0091,7,38850000,12950000,25900000
2022-08-02,ĐH4699165,TS HN,NV122,P-109,KH-0079,7,36750000,12250000,24500000
2022-08-02,ĐH3280744,CN HCM,NV046,P-283,KH-0711,8,950160000,316720000,633440000
2022-08-02,ĐH1147455,CN HCM,NV218,P-097,KH-0113,6,20880000,6960000,13920000
2022-08-02,ĐH5295215,TS HN,NV131,P-648,KH-0176,9,8910000,2970000,5940000
2022-08-02,ĐH3162574,TS HN,NV245,P-074,KH-0719,5,12825000,4275000,8550000
2022-08-02,ĐH5159198,CN DN,NV150,P-549,KH-0123,6,42480000,14160000,28320000
2022-08-02,ĐH4043182,CN HCM,NV020,P-465,KH-0674,7,328650000,109550000,219100000
2022-08-02,ĐH4859491,TS HN,NV202,P-654,KH-0638,6,720000,240000,480000
2022-08-02,ĐH2661742,CN HCM,NV063,P-449,KH-0714,6,18630000,6210000,12420000
2022-08-02,ĐH5610393,CN HCM,NV190,P-236,KH-0773,5,11250000,3750000,7500000
2022-08-02,ĐH1736557,CN DN,NV115,P-515,KH-0753,7,39270000,13090000,26180000
2022-08-02,ĐH5277146,CN DN,NV183,P-678,KH-0518,6,1710000,570000,1140000
2022-08-02,ĐH2327163,TS HN,NV174,P-546,KH-0761,5,1200000,400000,800000
2022-08-02,ĐH5502027,CN DN,NV067,P-312,KH-0194,9,27270000,9090000,18180000
2022-08-02,ĐH6888762,CN HCM,NV077,P-556,KH-0311,7,51870000,17290000,34580000
2022-08-02,ĐH5594904,TS HN,NV025,P-230,KH-0595,5,13950000,4650000,9300000
2022-08-02,ĐH4136546,CN HCM,NV021,P-458,KH-0781,6,106110000,35370000,70740000
2022-08-02,ĐH2237784,CN HCM,NV039,P-754,KH-0504,7,3045000,1015000,2030000
2022-08-02,ĐH5599552,CN DN,NV045,P-752,KH-0374,5,13500000,4500000,9000000
2022-08-02,ĐH5119186,TS HN,NV141,P-302,KH-0651,5,119625000,39875000,79750000
2022-08-02,ĐH6583278,TS HN,NV249,P-634,KH-0750,7,30135000,10045000,20090000
2022-08-02,ĐH3299055,CN DN,NV116,P-469,KH-0418,10,19050000,6350000,12700000
2022-08-02,ĐH4966298,CN HCM,NV099,P-382,KH-0657,6,63810000,21270000,42540000
2022-08-02,ĐH2261410,CN HCM,NV030,P-603,KH-0688,7,26880000,8960000,17920000
2022-08-02,ĐH5409186,CN DN,NV058,P-283,KH-0177,9,1068930000,356310000,712620000
2022-08-02,ĐH1387121,TS HN,NV067,P-740,KH-0651,7,601440000,200480000,400960000
2022-08-02,ĐH9336258,CN DN,NV201,P-029,KH-0407,6,32310000,10770000,21540000
2022-08-02,ĐH4699165,TS HN,NV122,P-030,KH-0079,7,36750000,12250000,24500000
2022-08-03,ĐH9220465,TS HN,NV061,P-240,KH-0499,6,150660000,50220000,100440000
2022-08-03,ĐH4285859,TS HN,NV063,P-745,KH-0163,9,9990000,3330000,6660000
2022-08-03,ĐH3286168,CN HCM,NV161,P-742,KH-0077,7,4515000,1505000,3010000
2022-08-03,ĐH2264718,CN HCM,NV164,P-457,KH-0524,10,2850000,950000,1900000
2022-08-03,ĐH8558279,CN HCM,NV177,P-206,KH-0252,7,5460000,1820000,3640000
2022-08-03,ĐH5619170,TS HN,NV235,P-616,KH-0653,7,3885000,1295000,2590000
2022-08-03,ĐH5700974,TS HN,NV094,P-108,KH-0498,6,177480000,59160000,118320000
2022-08-03,ĐH3403759,TS HN,NV116,P-666,KH-0185,6,12420000,4140000,8280000
2022-08-03,ĐH8557251,TS HN,NV141,P-581,KH-0070,7,242235000,80745000,161490000
2022-08-03,ĐH1680665,CN HCM,NV182,P-296,KH-0693,7,1680000,560000,1120000
2022-08-03,ĐH5190350,CN DN,NV073,P-503,KH-0375,5,192750000,64250000,128500000
2022-08-03,ĐH7370821,CN HCM,NV239,P-044,KH-0628,6,25020000,8340000,16680000
2022-08-03,ĐH7817152,CN DN,NV158,P-789,KH-0638,6,15660000,5220000,10440000
2022-08-03,ĐH8214289,CN HCM,NV197,P-007,KH-0101,9,39960000,13320000,26640000
2022-08-03,ĐH5474167,TS HN,NV015,P-384,KH-0480,7,12285000,4095000,8190000
2022-08-03,ĐH8214289,CN HCM,NV197,P-423,KH-0101,9,39960000,13320000,26640000
2022-08-03,ĐH1458527,TS HN,NV039,P-430,KH-0235,7,55545000,18515000,37030000
2022-08-03,ĐH3530449,TS HN,NV218,P-736,KH-0372,8,2760000,920000,1840000
2022-08-03,ĐH8336946,CN DN,NV206,P-036,KH-0605,5,17850000,5950000,11900000
2022-08-03,ĐH3819008,CN DN,NV084,P-267,KH-0011,6,15840000,5280000,10560000
2022-08-03,ĐH7071845,CN HCM,NV136,P-470,KH-0744,9,307125000,102375000,204750000
2022-08-03,ĐH8328804,TS HN,NV222,P-395,KH-0529,9,3105000,1035000,2070000
2022-08-03,ĐH8062936,TS HN,NV017,P-345,KH-0211,7,70980000,23660000,47320000
2022-08-03,ĐH9017425,TS HN,NV101,P-170,KH-0360,7,34440000,11480000,22960000
2022-08-03,ĐH5261582,CN DN,NV065,P-487,KH-0541,10,38700000,12900000,25800000
2022-08-03,ĐH8449049,TS HN,NV087,P-219,KH-0686,7,632100000,210700000,421400000
2022-08-04,ĐH1130565,CN DN,NV127,P-638,KH-0322,5,28125000,9375000,18750000
2022-08-04,ĐH6239842,TS HN,NV128,P-561,KH-0102,9,76140000,25380000,50760000
2022-08-04,ĐH8778527,CN HCM,NV171,P-496,KH-0618,6,362700000,120900000,241800000
2022-08-04,ĐH6423862,CN HCM,NV233,P-646,KH-0427,8,1200000,400000,800000
2022-08-04,ĐH1792350,TS HN,NV031,P-277,KH-0544,5,72975000,24325000,48650000
2022-08-04,ĐH4951555,TS HN,NV023,P-294,KH-0634,6,450000,150000,300000
2022-08-04,ĐH9053919,CN DN,NV086,P-453,KH-0717,7,69195000,23065000,46130000
2022-08-04,ĐH8726042,CN HCM,NV233,P-250,KH-0418,7,324450000,108150000,216300000
2022-08-04,ĐH3716136,TS HN,NV208,P-789,KH-0110,9,23490000,7830000,15660000
2022-08-04,ĐH6179040,TS HN,NV034,P-133,KH-0065,7,20055000,6685000,13370000
2022-08-04,ĐH5189985,TS HN,NV009,P-692,KH-0288,5,1950000,650000,1300000
2022-08-04,ĐH3959607,CN HCM,NV092,P-547,KH-0757,7,2205000,735000,1470000
2022-08-04,ĐH2389041,CN HCM,NV150,P-365,KH-0005,6,69840000,23280000,46560000
2022-08-04,ĐH5760628,CN HCM,NV037,P-508,KH-0691,9,10935000,3645000,7290000
2022-08-04,ĐH1015039,TS HN,NV131,P-273,KH-0369,10,55800000,18600000,37200000
2022-08-04,ĐH8818487,TS HN,NV158,P-532,KH-0215,10,5850000,1950000,3900000
2022-08-04,ĐH1387966,TS HN,NV195,P-756,KH-0694,5,133425000,44475000,88950000
2022-08-04,ĐH9200492,CN HCM,NV070,P-533,KH-0589,7,53655000,17885000,35770000
2022-08-04,ĐH4300655,TS HN,NV045,P-224,KH-0287,6,8010000,2670000,5340000
2022-08-04,ĐH1647023,CN DN,NV083,P-548,KH-0754,9,155115000,51705000,103410000
2022-08-04,ĐH5659904,TS HN,NV020,P-222,KH-0680,6,421470000,140490000,280980000
2022-08-04,ĐH4958860,CN HCM,NV119,P-784,KH-0741,7,3360000,1120000,2240000
2022-08-04,ĐH5019496,CN DN,NV003,P-592,KH-0549,7,3780000,1260000,2520000
2022-08-04,ĐH9140051,CN HCM,NV166,P-092,KH-0616,7,70245000,23415000,46830000
2022-08-04,ĐH5508034,TS HN,NV026,P-060,KH-0413,8,9480000,3160000,6320000
2022-08-04,ĐH9933821,TS HN,NV234,P-779,KH-0382,6,3150000,1050000,2100000
2022-08-04,ĐH5280795,TS HN,NV221,P-775,KH-0555,7,1575000,525000,1050000
2022-08-04,ĐH2101084,CN DN,NV218,P-617,KH-0168,9,36990000,12330000,24660000
2022-08-04,ĐH3972993,CN DN,NV096,P-311,KH-0436,5,3075000,1025000,2050000
2022-08-04,ĐH2310730,TS HN,NV048,P-460,KH-0012,5,16125000,5375000,10750000
2022-08-04,ĐH9271878,CN DN,NV066,P-304,KH-0774,6,4950000,1650000,3300000
2022-08-05,ĐH2073682,CN DN,NV016,P-599,KH-0555,10,11700000,3900000,7800000
2022-08-05,ĐH2816865,CN HCM,NV218,P-713,KH-0216,7,1680000,560000,1120000
2022-08-05,ĐH6198949,TS HN,NV132,P-013,KH-0552,7,21735000,7245000,14490000
2022-08-05,ĐH5571562,CN HCM,NV080,P-049,KH-0092,6,82530000,27510000,55020000
2022-08-05,ĐH7800659,TS HN,NV007,P-491,KH-0588,7,1197840000,399280000,798560000
2022-08-05,ĐH3045057,TS HN,NV173,P-671,KH-0640,5,2925000,975000,1950000
2022-08-05,ĐH6443785,CN DN,NV198,P-561,KH-0783,6,50760000,16920000,33840000
2022-08-05,ĐH8676823,TS HN,NV088,P-516,KH-0303,5,52725000,17575000,35150000
2022-08-05,ĐH2416082,CN HCM,NV077,P-285,KH-0572,5,12900000,4300000,8600000
2022-08-05,ĐH5176022,TS HN,NV018,P-250,KH-0386,10,463500000,154500000,309000000
2022-08-05,ĐH7539240,CN DN,NV104,P-659,KH-0038,7,2096115000,698705000,1397410000
2022-08-05,ĐH4249756,CN DN,NV184,P-138,KH-0022,10,476850000,158950000,317900000
2022-08-05,ĐH8566937,CN HCM,NV232,P-643,KH-0293,6,3510000,1170000,2340000
2022-08-05,ĐH5488001,CN DN,NV233,P-706,KH-0771,7,52080000,17360000,34720000
2022-08-05,ĐH1967345,CN HCM,NV127,P-105,KH-0199,7,94920000,31640000,63280000
2022-08-05,ĐH2796491,TS HN,NV176,P-593,KH-0637,7,41160000,13720000,27440000
2022-08-05,ĐH5297338,CN HCM,NV091,P-138,KH-0362,5,238425000,79475000,158950000
2022-08-05,ĐH2392195,CN HCM,NV070,P-373,KH-0126,8,339600000,113200000,226400000
2022-08-05,ĐH2403917,CN HCM,NV033,P-350,KH-0333,7,133035000,44345000,88690000
2022-08-05,ĐH2952024,TS HN,NV090,P-569,KH-0261,5,2550000,850000,1700000
2022-08-05,ĐH5371900,CN HCM,NV077,P-041,KH-0784,7,31080000,10360000,20720000
2022-08-05,ĐH1269273,CN DN,NV025,P-614,KH-0383,9,134460000,44820000,89640000
2022-08-05,ĐH2031786,CN HCM,NV034,P-362,KH-0125,7,34545000,11515000,23030000
2022-08-06,ĐH3861007,TS HN,NV139,P-363,KH-0761,6,279990000,93330000,186660000
2022-08-06,ĐH7045967,TS HN,NV213,P-425,KH-0057,6,163800000,54600000,109200000
2022-08-06,ĐH4469920,CN HCM,NV123,P-328,KH-0618,5,1200000,400000,800000
2022-08-06,ĐH7597408,CN HCM,NV249,P-397,KH-0689,10,10050000,3350000,6700000
2022-08-06,ĐH2626020,TS HN,NV218,P-625,KH-0226,10,57600000,19200000,38400000
2022-08-06,ĐH7158126,TS HN,NV085,P-273,KH-0689,7,39060000,13020000,26040000
2022-08-06,ĐH2754295,CN DN,NV159,P-143,KH-0150,7,143850000,47950000,95900000
2022-08-06,ĐH9923656,CN DN,NV245,P-710,KH-0764,9,22815000,7605000,15210000
2022-08-06,ĐH2754295,CN DN,NV159,P-565,KH-0150,7,143850000,47950000,95900000
2022-08-06,ĐH3363191,CN HCM,NV197,P-430,KH-0445,10,79350000,26450000,52900000
2022-08-06,ĐH4193433,CN HCM,NV055,P-334,KH-0026,6,24030000,8010000,16020000
2022-08-06,ĐH2754295,CN DN,NV159,P-565,KH-0150,7,143850000,47950000,95900000
2022-08-06,ĐH1453930,CN DN,NV074,P-101,KH-0078,7,3780000,1260000,2520000
2022-08-06,ĐH1930238,CN DN,NV048,P-777,KH-0740,7,17850000,5950000,11900000
2022-08-06,ĐH1228739,TS HN,NV031,P-483,KH-0677,10,21450000,7150000,14300000
2022-08-06,ĐH4335958,CN HCM,NV179,P-748,KH-0526,6,251730000,83910000,167820000
2022-08-06,ĐH6183112,TS HN,NV057,P-514,KH-0382,6,441270000,147090000,294180000
2022-08-06,ĐH8822651,TS HN,NV084,P-435,KH-0461,1,102060000,34020000,68040000
2022-08-06,ĐH5120957,TS HN,NV063,P-091,KH-0146,7,15225000,5075000,10150000
2022-08-06,ĐH6561837,CN HCM,NV100,P-133,KH-0036,7,20055000,6685000,13370000
2022-08-06,ĐH9920295,CN HCM,NV147,P-577,KH-0600,10,93450000,31150000,62300000
2022-08-06,ĐH9894550,CN DN,NV210,P-178,KH-0636,5,237225000,79075000,158150000
2022-08-06,ĐH3400395,TS HN,NV064,P-721,KH-0617,7,2205000,735000,1470000
2022-08-06,ĐH4389198,TS HN,NV098,P-172,KH-0051,5,38775000,12925000,25850000
2022-08-06,ĐH5604024,CN HCM,NV207,P-152,KH-0434,10,2500950000,833650000,1667300000
2022-08-06,ĐH9536357,CN DN,NV238,P-268,KH-0400,5,121350000,40450000,80900000
2022-08-06,ĐH1181962,CN HCM,NV201,P-338,KH-0101,7,152565000,50855000,101710000
2022-08-06,ĐH1396161,CN DN,NV217,P-284,KH-0238,8,246600000,82200000,164400000
2022-08-06,ĐH6552131,TS HN,NV005,P-336,KH-0510,7,60795000,20265000,40530000
2022-08-06,ĐH6465347,CN HCM,NV159,P-073,KH-0429,9,88155000,29385000,58770000
2022-08-06,ĐH4634960,TS HN,NV176,P-185,KH-0145,7,191100000,63700000,127400000
2022-08-06,ĐH3948402,TS HN,NV081,P-277,KH-0496,7,102165000,34055000,68110000
2022-08-06,ĐH9725197,CN HCM,NV231,P-055,KH-0439,7,14070000,4690000,9380000
2022-08-06,ĐH5516052,CN DN,NV151,P-742,KH-0668,9,5805000,1935000,3870000
2022-08-06,ĐH6623223,TS HN,NV227,P-758,KH-0267,7,121800000,40600000,81200000
2022-08-07,ĐH4431736,CN HCM,NV041,P-073,KH-0159,7,68565000,22855000,45710000
2022-08-07,ĐH8262854,TS HN,NV098,P-663,KH-0014,6,155340000,51780000,103560000
2022-08-07,ĐH6316459,TS HN,NV030,P-644,KH-0049,10,126000000,42000000,84000000
2022-08-07,ĐH6768051,CN HCM,NV237,P-045,KH-0297,5,27375000,9125000,18250000
2022-08-07,ĐH1552671,CN HCM,NV117,P-718,KH-0059,7,8190000,2730000,5460000
2022-08-07,ĐH6978209,CN HCM,NV096,P-794,KH-0010,7,9555000,3185000,6370000
2022-08-07,ĐH5008268,CN HCM,NV019,P-310,KH-0499,7,38640000,12880000,25760000
2022-08-07,ĐH4581558,CN HCM,NV109,P-314,KH-0249,7,20265000,6755000,13510000
2022-08-07,ĐH7480361,TS HN,NV188,P-519,KH-0094,9,163215000,54405000,108810000
2022-08-07,ĐH1604447,TS HN,NV019,P-653,KH-0354,7,21735000,7245000,14490000
2022-08-07,ĐH7746453,TS HN,NV043,P-556,KH-0143,5,37050000,12350000,24700000
2022-08-07,ĐH2801041,CN HCM,NV165,P-577,KH-0178,7,65415000,21805000,43610000
2022-08-07,ĐH3164522,TS HN,NV230,P-059,KH-0489,9,39285000,13095000,26190000
2022-08-07,ĐH4683727,CN DN,NV090,P-099,KH-0657,7,101850000,33950000,67900000
2022-08-07,ĐH8316910,CN HCM,NV231,P-480,KH-0553,5,13575000,4525000,9050000
2022-08-07,ĐH9552930,TS HN,NV245,P-720,KH-0658,9,37935000,12645000,25290000
2022-08-07,ĐH8131455,TS HN,NV157,P-061,KH-0239,7,3570000,1190000,2380000
2022-08-07,ĐH5230050,TS HN,NV199,P-554,KH-0061,6,36720000,12240000,24480000
2022-08-07,ĐH4382554,TS HN,NV018,P-325,KH-0091,7,12075000,4025000,8050000
2022-08-07,ĐH6480868,TS HN,NV088,P-005,KH-0521,6,33300000,11100000,22200000
2022-08-07,ĐH2606769,CN HCM,NV123,P-533,KH-0021,8,61320000,20440000,40880000
2022-08-07,ĐH2456014,CN DN,NV105,P-645,KH-0011,6,33750000,11250000,22500000
2022-08-07,ĐH2757804,TS HN,NV084,P-731,KH-0620,6,24930000,8310000,16620000
2022-08-07,ĐH4702798,TS HN,NV045,P-483,KH-0705,7,15015000,5005000,10010000
2022-08-07,ĐH8007318,CN HCM,NV141,P-367,KH-0547,5,725400000,241800000,483600000
2022-08-07,ĐH8910023,CN HCM,NV150,P-274,KH-0507,10,155400000,51800000,103600000
2022-08-07,ĐH4077626,CN HCM,NV130,P-155,KH-0070,5,997125000,332375000,664750000
2022-08-07,ĐH4226329,TS HN,NV169,P-668,KH-0188,6,13050000,4350000,8700000
2022-08-08,ĐH8260793,CN HCM,NV019,P-742,KH-0026,5,3225000,1075000,2150000
2022-08-08,ĐH8109931,TS HN,NV030,P-434,KH-0454,6,87480000,29160000,58320000
2022-08-08,ĐH4959453,CN HCM,NV162,P-331,KH-0488,6,459090000,153030000,306060000
2022-08-08,ĐH2783720,CN DN,NV161,P-380,KH-0464,7,1680000,560000,1120000
2022-08-08,ĐH2404647,TS HN,NV062,P-400,KH-0075,7,2625000,875000,1750000
2022-08-08,ĐH1170067,TS HN,NV006,P-228,KH-0432,6,3870000,1290000,2580000
2022-08-08,ĐH6085629,CN HCM,NV207,P-268,KH-0462,9,218430000,72810000,145620000
2022-08-08,ĐH8697659,TS HN,NV057,P-457,KH-0369,8,2280000,760000,1520000
2022-08-08,ĐH8579876,CN HCM,NV159,P-120,KH-0027,3,29775000,9925000,19850000
2022-08-08,ĐH4042014,CN HCM,NV158,P-385,KH-0023,5,21375000,7125000,14250000
2022-08-08,ĐH1316446,CN HCM,NV155,P-797,KH-0657,7,47775000,15925000,31850000
2022-08-08,ĐH8109931,TS HN,NV030,P-007,KH-0454,6,87480000,29160000,58320000
2022-08-08,ĐH6551138,TS HN,NV144,P-287,KH-0468,6,79110000,26370000,52740000
2022-08-08,ĐH7243317,CN HCM,NV152,P-190,KH-0764,10,3300000,1100000,2200000
2022-08-08,ĐH8495208,TS HN,NV055,P-782,KH-0702,5,38175000,12725000,25450000
2022-08-08,ĐH5499940,CN HCM,NV110,P-206,KH-0241,7,5460000,1820000,3640000
2022-08-08,ĐH6182404,CN HCM,NV054,P-124,KH-0572,10,141150000,47050000,94100000
2022-08-08,ĐH8755209,CN HCM,NV179,P-144,KH-0631,7,88095000,29365000,58730000
2022-08-08,ĐH2219670,TS HN,NV100,P-059,KH-0462,6,26190000,8730000,17460000
2022-08-08,ĐH5906746,TS HN,NV141,P-440,KH-0318,7,85050000,28350000,56700000
2022-08-08,ĐH9734823,CN DN,NV164,P-600,KH-0005,5,15225000,5075000,10150000
